780	1.0	4.59	8.78
790	1.0	5.12	9.56
800	1.0	5.65	10.34
810	1.0	6.18	11.13
820	1.0	6.71	11.91
830	1.0	7.25	12.69
850	1.0	8.31	14.26
860	1.0	8.84	15.04
870	1.0	9.37	15.82
880	1.0	9.9	16.6
890	1.0	10.44	17.39
900	1.0	10.97	18.17
910	1.0	11.5	18.95
920	1.0	12.03	19.73
930	1.0	12.56	20.52
940	1.0	13.1	21.3
950	1.0	13.63	22.08
960	1.0	14.16	22.86
970	1.0	14.69	23.64
980	1.0	15.22	24.43
1000	1.0	16.29	25.99
1010	1.0	16.82	26.77
1020	1.0	17.35	27.56
1030	1.0	17.88	28.34
1040	1.0	18.41	29.12
1050	1.0	18.95	29.9
1060	1.0	19.48	30.69
1070	1.0	20.01	31.47
1080	1.0	20.54	32.25
1090	1.0	21.07	33.03
1100	1.0	21.61	33.82
1110	1.0	22.14	34.6
1120	1.0	22.67	35.38
1130	1.0	23.2	36.16
1150	1.0	24.26	37.73
1160	1.0	24.8	38.51
1170	1.0	25.33	39.29
1190	1.0	26.39	40.86
1200	1.0	26.92	41.64
1210	1.0	27.46	42.42
1220	1.0	27.99	43.21
1240	1.0	29.05	44.77
1250	1.0	29.58	45.55
1260	1.0	30.11	46.34
1270	1.0	30.65	47.12
