780	1.0	15.0	10.0
790	1.0	14.89	11.04
800	1.0	14.57	12.03
810	1.0	14.05	12.94
820	1.0	13.35	13.72
830	1.0	12.5	14.33
840	1.0	11.55	14.76
850	1.0	10.52	14.97
860	1.0	9.48	14.97
870	1.0	8.45	14.76
880	1.0	7.5	14.33
890	1.0	6.65	13.72
900	1.0	5.95	12.94
910	1.0	5.43	12.03
920	1.0	5.11	11.04
930	1.0	5.0	10.0
940	1.0	5.11	8.96
950	1.0	5.43	7.97
960	1.0	5.95	7.06
970	1.0	6.65	6.28
980	1.0	7.5	5.67
990	1.0	8.45	5.24
1000	1.0	9.48	5.03
1010	1.0	10.52	5.03
1020	1.0	11.55	5.24
1030	1.0	12.5	5.67
1040	1.0	13.35	6.28
1050	1.0	14.05	7.06
1060	1.0	14.57	7.97
1070	1.0	14.89	8.96
